공감누르면 7편때 애인이랑 볼수잇음  ,0
톰 크루즈가 30년째 톱스타인 이유  ,0
인랑 따위랑 비교가안돼  ,0
시사회에서 봤는데 난 이쯤되면 톰 크루즈의 한계는 진짜 어디까진지 궁금하다.  ,0
탐 크루즈가 고생하는거보니 막판엔 눈물 나올라했음. 영화비 8천원에 이렇게 보는게 미안할정도. 나 나이 먹는거보다 탐 크루즈가 나이먹는게 더 싫음. 미션임파서블 오래오래 보고싶어서. 분명 미션 클리어할거 아는데도 심장 쫄깃해지는 최고의 영화~~~~  ,0
박평식형님이 7점줬다 믿고보자  ,0
이영화는 진짜다. 아무리 평점을 깍아내리려고해도 인간인 이상 양심을 속여 깍아내릴 수는없다. 만약 깍아내린다면 그건 진짜 싸이코패스다.  ,0
"미션임파서블 앞 시리즈 하나도 안봤는데 이해할수있나요? ㅠ ㅠ 보는걸추천하면 공감, 앞 시리즈 모르면 반대 비공감 해주세요.. ㅠㅠ  ",0
야 니들 이런 헐리웃대작과 한국영화가 같은 관람료인게 정상이라고 생각하냐? 한국영화는 그냥 4000원이 적당하다.  ,0
이영화가 인랑보다 괜객이 적으면 말이되나  ,0
아니 도대체 이 형님은 못하는게 뭐야~ 암벽등반은 기본이고 하다하다 헬기조종씬까지ㅋ 시원시원하이 최고였음~ 만수무강하시고 칠순까지 미션10 갑시다!!!ㅋ  ,0
헬기 조정도 직접하고 초반에 프랑스 상공 위에서 떨어지는 장면도 직접 했다네요. 대스타 이름값 합니다. 영화를 보시면 탐크루즈가 존경스럽기까지 합니다.  ,1
시사회로 봤다. 무더위에 시원시원한 액션보고 싶으면 최고라고 생각한다.  ,0
CG가 판치는 영화계에 이 얼마나 신선한 아날로그적인 액션인가.늙어가는 톰 크루즈 보다 임파서블 씨리즈를 못 할까봐 걱정이 된다.  ,0
이 시리즈에서 만큼은 영화가 감독의 예술이 아니다.  ,0
시리즈의 최고작이다.  ,0
"최고의 액션, 노 스턴트, 시원하고 짜릿하다. 월타 gv로 봤고 강추합니다  ",0
역시 이 영화는 끝날때까지 끝난게 아니죠.  ,0
음악만으로도 설렌다...빰빰 빰빠 빰빠  빰빰빠~~~~♡♡♡♡  ,0
올해 본 영화중 최고네요  ,1
톰형의 시원한 액션 정말 맘에들고 강추합니다평점 짜게 주기로 유명한 평식이형이 7점이나 준 이유가 다 있네요  ,0
형... 미안한데 7편도 내줘야겠어요  ,0
방금보고나왔는데 아 대박 진짜 역대급 말이 안나온다 이건 극장에서 안보면 미친거다  ,0
헨리형 dc에서 애먹다가 이쪽에서오니 보기좋네♡  ,0
역시 톰크루즈다.말해서 뭐하나...  ,1
"현존 시리즈 당연 최고봉! 톰, 헨리 둘 다 너무 멋있었는데, 헨리는 그냥 미쳤다.. 카리스마가 흘러 넘쳐..  ",0
하도 입벌리고 봐서 입이 다 마름  ,0
시리즈중 최고걸작임  액션 스토리 서스펜스 메시지 빠지는거없이 완벽하게만듬 특히 크루즈형 cg없는액션시퀀스압권  ,0
톰형의 한계는 도대체 어디까지인지 궁금하다.  ,0
역대 최강 미션임파서블 시리즈중걸작입니다 인랑보시려면 이걸 보세요!!  ,0
톰 트루즈를 갈아서 만든 영화.  ,0
이게  바로 액션영화지  화장실 격투신 ㄷㄷ  ,0
톰형님 영원히 안늙었으면 좋겠다 ..  ,0
"최고였다. 두시간 반이 시간가는줄 모르고 지나갔음. 액션씬도 멋있었고, 게다가 스턴트/CG없이 맨몸액션이라는게 놀랍고, 광활한 자연을 배경으로 한 액션씬도 대박이었고, 스토리 구성도 좋았음. 배우들의 케미도 좋았고, 하나하나 매력적인 캐릭터들이었고.  ",0
톰형 싸랑해요 지금 보러갑니다  ,0
마지막 장면은 알고도 숨 죽일수 밖에 없다.  ,0
국산영화에서 절대볼수없는 스케일과 CG에 감탄할 따름입니다.  ,1
진짜 긴장감 몰입도 역대급;; 전작들 다 씹어먹음 ㅋㅋㅋ 반전 있을거 알면서도 보는데도 긴장감넘치고 반전 그이상의 뭔가가 더 있음ㅋㅋㅋ 개쩜 그냥 개쩜 세번보셈 꼭  ,0
진심 내가 공중에 매달린것 같고 내가 공중에 떠있는 것 같고 내가 암벽등반하는 것 같고 내가 드라이브 하는것 같음....소리랑 연출이 진짜 장난없이 좋음 스토리는 10점 만점임  ,0
톰형 달리기 장면 ㄷㄷ 62년생 ㄷㄷ...  ,0
톰형은 언제나 끝까지 간다!  ,0
톰형 도대체 얼마나 뛴거야ㄷㄷㄷ  ,0
안본 눈 삽니다ㅠㅠ 기억리셋해서 다시보고싶을 정도네요@@@ 처음부터 끝까지 긴장감을 놓치지 않았습니다 시리즈 중에서도 완전 최고!!! 제발 아무도 안본사람 없게해주세요 ㅠㅠㅠㅠ  ,0
그냥 잔말말고 보세요. 역대급입니다 . 이게 액션입니다. 다른영화 액션이라고 이름붙이지 마세요  ,0
아니 나 잔짜로 10점 만점에 천만점이야  ,1
"다시금 곱씹게 된 에단 헌트의 사랑, 리얼 액션으로 빚어낸 헬기 클라이맥스에 집중할 것. 3,4,5편을 보고 감상하면 더 좋습니다.  ",0
톰형의 클라쓰는 어딜가지않네ㄷㄷ  ,0
노스턴트로 촬영했다는걸 알고보니 훨씬 더 몰입되고 긴장된다  ,0
CG 덕지발라놓은 마블 보면서 이제 지루해서 잠드는 내가 크루즈 형의 액션은 여전했고 더위를 충분히 잠재울만 했다!!  ,1
"나도 점수 박하게 주는 편인데.내용도 좋았지만,톰형 액션에 감탄을 안할 수가 없더라.  ",0
뻔한걸 잘하는게 실력이다.  ,0
톰 횽아 드디어 인생영화 찍으심 끼요오오옷  ,0
오토바이 씬 대박)!!  ,0
인간적으로 이런 영화는 12000원받고인랑같은 영화는 6000원만 받자  ,0
이번 시리즈는 정말 잘만든듯.. 인정할건 인정함.  ,0
그냥 10점주고 보러감  ,0
방금보고 나왔는대  최고입니다 볼만합니다  ,0
톰 크루즈의 액션은 언제나 옳다. 봐도봐도 질리지가 않는 시원한 액션.  ,0
저는 손에 땀을 쥐며 본다는게 어떤건지 알겠습니다 비슷한 영화들이 많은데 클리쉐를 느끼게 하는 장면이 없었어요 고심하며 찍은듯 합니다 스토리는 좀 약하고 예상가능하나 그 모든걸 액션으로 만회합니다 7탄 기대하고 기다립니다  ,0
톰이  전력질주하는 모습을 보는 자체가 제일 경이롭다  ,0
이게 영화다 그저 갓갓ㄷㄷ  ,0
"영화 본 사람들은 메이킹필름도 함 보시길... 헬기씬 전부 톰이 직접 헬기 조종 배워서 조종하고, 연기하는 동시에 본인 찍고 있는 카메라 조정까지 다하는 리얼.. 낙하씬도 노CG.. 건물 뛰는 장면도 노CG...(전부 예고에 나온 장면입니다. 노스포)  ",0
톰크루즈 연봉받는이유있다  ,1
이 형 내일모레 환갑인데 미안하지만 8편까지는 찍고 바통터치하자. 첩보액션물에선 진짜 독보적이다.  ,0
최근 3년안에 본 외화중 가장 훌륭한 액션외화네 압도적이다.2시간 20분이 어떻게 간지도 모르겠다  ,0
"톰형이 진짜 목숨 걸고 찍은 무보정 액션에 경이로움을 느낌. 나이를 먹는 모습에 짠하긴 함.개연성 충만한 스토리와 배우들의 장인급 연기에, 뭣보다 다을듯말듯한 서프라이즈 로맨스(?)까지...현존 액션 영화 시리즈 가운데 단연 No.1~~^^  ",0
얼만큼 위험했어? 평소같았어 ㅋ  ,1
4Dx보고왔는데  너무 재미있게 보고왔어요  ,0
성룡 톰크루즈 이둘의액션을 지켜본시대의나는 행운아  ,0
ㅋㅋㅋ런닝맨에서 톰크루즈가 미스터리박스에 손 집어넣을때 하나도 안무섭다고 하더니 이유가 있었네요. 영화가 훨씬 더무서움; 특히 마지막 헬기씬..  ,0
"탐크루즈만 믿고 봤는데, 감독의 필모그래피를 보니 장난이 아니다. 크리스토퍼 맥쿼리 감복이 각본을 맡은영화 : 미이라, 엣지오브투모로우, 더울버린, 잭리처, 작정명발키리 그리고 무려 '유주얼 서스펙트' ㄷㄷㄷ  ",0
저는 최고라고 생각합니다. 물론 1편이 가장 좋았다고도 하지만 전 최고였습니다.  ,1
톰형님 액션연기만 봐도 만족인데 다른 배우들 연기와 화려한 볼거리들이 넘침.근데 여기서 끝이 아니고 시리즈를 정리하는듯한 마무리까지 이거 안보면 후회함  ,0
함부로 리얼액션 하지말길...이게 리얼이지 리얼  ,0
믿는 도끼에 발등 찍히지 않아 좋습니다  ,1
헬기 씬이 진짜 리얼했다  ,0
시리즈중에 제일 재밌었음. 스케일 장난아니고 손에 담쥐는 30분같은 15분이었음ㅎ  ,0
"강렬한 인트로, 가슴뛰는 BGM, 미친 스턴트액션..우리가 미션임파서블이라는 프랜차이즈에 바라는 모든 것의 집대성임 2015년에 매드맥스 분노의 도로가 있었다면 20OOO에는 미션임파서블 폴아웃이 있음 특히 마지막 전투씬에선 말그대로 손에 땀을 쥠  ",0
"6편 조차도 이리 대단한가, 다른 시리즈 영화는 엄두도 못내는 6편을  ",0
돈을 더 지불하고 싶었다. 미쳤다.  ,0
이걸 영화관에서 본건 최고의 선택이었다.  ,0
최고다 아싸 아싸아싸아싸  ,0
자고로 액션영화의 시리즈물은 이래야 된다는 걸 보여줬다.. 톰형은 늙지도 않는다..그리고 더 빨라진 거 같다..  ,0
헬기 씬이 와~~ 아이맥스로 보세요 로튼 토마토 점수가 괜히 나온게 아님. 대역이 없으니 배우놓고 그대로 찍는데 사실감 장난 아닙니다. 기존 헬리콥터 액션 다 처바름.  ,0
정강이 부러지는거 편집안했네요 알고봐서 다리 꺽이는거 보이니 ㅎ ㄷ ㄷ  하네요 ㅠㅠ  ,0
cg가 아닌 탐크루즈의 실제 연기가 극도의 몰입으로 이끌어 준다.. 전설로 길이 남을 영화  ,0
미션임파서블의 톰아저씨는 늘 기대에 부응함  ,1
항상 큰기대를 저버리지않는 시리즈.심지어 이번엔 그 기대를 넘어서네.영화 참 오지게봐왔지만  이렇게 소름  많이돋는 영화는 첨일세.톰형 수고했어요.돈많이 버세요.환갑까지 씨리즈 몰고가봅시다.  ,0
오랜만에 극장에서 엄지척 내밀었다!돈 만원도 오히려 미안한 영화역시 믿고 보는 톰 형 ~사랑해요 톰 크루즈 ~  ,0
믿고보는 톰크루즈 나이먹어도 여전히멋있네요  ,1
처음에 빰빰빠 나왔을때 소름  ,0
액션영화보다 운건 처음이네요  ,0
"요즘 점점 한국영화와 외국영화의 차이가 극명하게 드러난다...돈만,외모만,천만관객만 바라는 한국영화계는 반성해야 한다.  ",0
시리즈물의 교본이라고 하자... 존잼이고 일단 존멋이고..ㅠㅠ 테마곡 나오자마자 전율 크으으으 시리즈 정주행하고 보면 더 이해 잘됨 벗 그냥 봐도 무방. 올여름 익스트림 액션 끝판왕. 꼭 극장가서 보길!!!  ,1
와. 다음시리즈 만들어주세요. 톰크루즈 나이먹는게 왤케 시르냐 ㅠㅠ  ,0
돈주고 볼만한 가치가 았는 영화  ,0
"잘 자리잡은 시리즈, 배우들 전부 본인한테 꼭 맞는 옷을 입은듯 캐릭터에 잘 묻어냈다그 중에서도 톰 크루즈의 노련미는 단연 돋보임!!  ",0
역시 믿고보는 배우네요~너무 재밌게 봤어요  ,1
탐 형님 달리는 모습에 정말 감탄을 안할수가 없습니다존경 스럽습니다  ,1
미션시리즈 답게 톰형의 몸서리지않는 액션..박수쳐주고 싶다 ㅎㅎ이더운 여름을 식혀줄 영화 다음시리즈도 기대하겟습니다  ,1
이런 말도 안되는 모든 액션을 전부 본인이 직접하는 톰 크루즈야말로 진짜 예술작품이 아닐까싶음  ,0
믿보미(믿고보는미숀불가능)  ,1
미쳤다 진짜 대박이다처음부터 마지막 까지 스릴과 긴장을 놓을수없고 끝장나는 액션에 유머와 스케일까지아....놀이공원에서 놀이기구 탈는것보다더 짜릿함  ,0
볼거리 진짜 많네요ㆍ굿  ,0
"오프닝때 지리고, 전개에 지리고, 마무리에 쌋다.  ",0
대박이다 헬리콥터액션 대박이었음 초반에 내용좀복잡하니까 집중해서봐야됨 아니면 내용미리알고가면조음  ,0
톰크루즈 진짜 존경스럽기까지함  ,0
역시톰 톰 크루즈 믿고보는톰 재밋네요.  ,1
간만에 돈값하는 영화네요  ,1
말이 필요없다. 그냥 최고다 ㅎㅎ  ,0
역시 대단햇음 미션임파서블 특유의 쫄깃함  ,1
역시 항상  믿고보는 시리즈  ,0
이 영화보고 재미없다고 하는 사람은 앞으로 어떤 영화든지 보지마라.마음의 벽을 치고 보는 사람이라 영화 볼 자격 없다. 진짜 재밌게 봤음.  ,0
한번 더 보러가려고요 ㅎ  ,0
후손들에게 대대손손 물어줘야할 톰 아저씨의 전설  ,0
긴장감이 장난아니다. 밤 타임에 봐서 피곤한 상태였는데 영화를 보면서 잠이 확 풀리더라.  ,1
헤일로 점프에 파리시내에서 벌이는 추격전 시리즈에 빠질수 없는 톰형님 쾌속질주 높은 건물 뛰기 화장실에서 육탄전 벌이고 헬기에 매달리지 헬기도 조종하지 암벽도 오르지 진짜 올해 56세가 아닌것 처럼 보이는 톰형님 클라스  ,0
10점줘도 부족하다 100점을 주고싶다 ㅠㅠ 톰크루즈는 내 인생 배우..  ,0
보고나서 드는 생각  톰 쿠르즈 대단하다  ,0
시리즈중 최고다. 말이필요없다  ,0
재밋음진짜 믿고보는 영화인듯  ,1
평식이7점이면 닥치고봐야해  ,0
늙어가는 톰.... 점점 재밌어지는 미션시리즈...슬프네요~~ 동시대에 살아줘서 고마워요 톰^^*  ,0
액션의 비주얼이 많이 높아졌다개선문앞에서 추격씬은 압권인듯 화면의 스피드가최고인듯  ,0
탐오빠의 클라스는 영원하다!  ,1
너무 재미없는 영화만 보다가 개봉일기다렸다 냉큼보고왔어요~2시간반동안 시간이 어케갔는지 모르게 넋놓고 봤네요^^역시 톰크루즈 나이를 먹어도 짱 멋있음♥.♥  ,1
눈을 뗄수 없다. 이 정도는 돼야 시간과 돈을 투자할 맛이 나지  ,0
4DX로 보기 강추! 추격신에서 완전 스릴 만점!!!!  ,0
"후반부에 정말 짜릿했다 중간에도 흠칫할 정도로 ,,,  ",0
인랑 짓밟으러 가즈아~  ,0
보고나서 이시리즈가 마지막 시리즈가 아닐거 같아서 톰크루즈가 더 무서워졌다 도대체 어디까지 할수있는거야  ,0
지구포함 전 우주는 어벤져스가 지키고 우리가 살고있는 지구 내에서는 톰크루즈가 지킬것 같은 기분 나만 그런가  ,0
프로 내한러의 극한 액션  ,0
어벤져스보다 재미있습니다. 최고입니다~  ,0
정말 존경스럽고 경의로운 탐크루즈♡  ,0
톰크루즈..진짜 대단하심bb  ,0
빰.빰.빠밤 빰.빰빠밤은 10년이지나도 개좋냐  ,0
진짜 2시간 반동안 한시도 지루할 틈이 없었다. 갠히 6편까지 이어올수있는게 아님  ,0
톰아저씨 건강하세요!!!!계속 부탁해요!!!!  ,1
진짜 주저리 주저리 설명 없어 그냥 역대급.  ,0
정말 액션씬 최고였습니다. 이건 10점 만점에 10점입니다.ㅎㅎㅎ  ,0
한번도 지루할 틈 없었고 연출에 스토리에  시리즈 전체가 다 훌륭한 유일한 시리즈인듯  ,0
이럴땐 박평식이 형님이냐? ㅋㅋㅋ 이중인격자들 졸 많음 ㅉㅉ  ,0
미션 임파서블 시리즈 중에 제일 재밌다  ,0
"난 이제껏 거의 cg인줄 알았는데,,배우라는 말보단 장인정신이라 해야할까인터뷰 보니 더 잘 이해가 되고 배워야할 마인드다.영화에서 리얼을 보다니 충격적이었고.. 탐크루즈 자체가 미션임파서블 인듯.. 정말 대단하고 경이롭다. 존경!  ",0
재밌음 더위날리는 시원한 영화네요.  ,1
개개개개꾸르르르를잼10번봅시다  ,1
개레전드입니다 인랑따위랑 비교가 안다  ,0
하 그냥 그냥 보세요 제발 세상사람들아 제발 이 영화 봐주세요 제발요ㅠㅠㅠㅠ  ,0
솔직히 .. 재밌게 봤어요 ㅋㅋ  ,1
솔직히 또 보고 싶다~~~~  ,0
액션은 진짜 전부 리얼....시선을 뗄 수가 없었음  ,1
내가 본 영화중에 최고작. 톰형 늙는게 아깝다.  ,0
톰크루즈는 대체불가 배우  ,1
국산 영화는 가격 내려라ㅡㅡ 이게 영화다  ,0
영화관에어컨고장나서 고문받는것처럼 영화봤다..그래도 컨플레인못걸어따...재밋어서..  ,0
좀 식상하긴 하지만 극장비가 아깝지는 않음  ,0
톰크루즈 존경하게 되었고요.. 헨리카빌 완전 섹시함  ,0
그냥 최고다 말이 필요없다  ,0
액션영화가 지적이고 세련되어졌어. 관객이 끌려올수밖에 없도록 시종일관 긴장감을 놓치 못하도록 연출적 장치를 잘 짜놓았다. 액션영화를  이렇게 지능적으로 만든 영화는 못봤다. 감독에게 찬사를 보내고 싶다.  ,0
믿고 보는 톰형  영화~  이번엔 더 재밌다  ,0
진짜 한국영화 못보겠음..ㅜ  ,0
역시 믿고 보는 톰형이었네요  ,1
와 56세;;; 진짜 멋있다.  ,0
시간가는줄 몰랏음 미션7도 기대댑니다  ,0
올해 본 액션영화 중 최고  ,1
액션이 너무 쩔어서 내용보다 와 씨 이걸 어케 찍은거지 생각만하다가 영화끝남요원 안하고 사는 내가 인생을 시시하게 사는거같다 줄리아와 브로커가 너무 이쁘더라 끝  ,0
솔직히 다 알고보는데도 이 점수가 나오니 대단하다  ,1
오토바이씬이 쵝오 !!!직접 연기 했다니 언빌리버블 !!!  ,1
재미 있고 스릴만점에 소리도 지를정도 ㅎㅎ  ,1
cg들끼리 싸우는건 이제 그만. 이것이 진정 고생액션의 참맛. 언제나 몸사리지않는 리얼액션을 보여주는 톰형에게 찬사를! 젠틀하고 터프한 톰형의 멋짐은 아직도 유효하다.  ,0
미션시리즈 중 단연 쵝오. 와 어마어마 합니다. 탐 쵝고네요  ,0
"톰크루즈와 사이먼 페그, 빙 라베스, 레베카 퍼거슨 의 팀플레이가 돋보이는 영화의  재미가 절대 죽지 않는 이유  ",0
이거 보기전에 5편 다시보길 잘한듯...왠만해서 영화 두번 안보는데 이번꺼는 또 볼 의향있음 그냥 개쩜 2시간 반 순삭  ,0
이래서 탑크루즈 탑크루즈 하는구나  ,1
이번편에서 왜 톰크루즈가 최고인지를 알게 되실거에요. 존경을 표합니다.  ,1
톰 크루즈는 시리즈 아직 몇 번 더 충분히 가능할거 같다. 몸을 사리지 않는 액션.. 거의 대역없이 소화했다고 들었는데.. 정말 보면서 감탄을 금치 못함.. 자동차 추격신도 진짜 최고..  ,0
탐크루즈 아직 살아있네요  ,1
시간이 순식간에 지나갔어요! 보는내내 흥미진진하고 요원들 일사언니 다들 매력뿜뿜^^ 나이먹어도 태가 다른 톰오라방은 말할필요도 없고 여름블록버스터영화로 최곱니다! 아맥에서 또 보고싶어요^^  ,1
